Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
18-07-2018,EQ,31.5,31.75,29.55,31.45,29.7,29.75,30.47,33.4,22.8,497514,15160017.1,3713
19-07-2018,EQ,29.8,30.4,28.1,29.75,30.15,29.7,29.28,33.4,22.8,469529,13745803.05,2870
20-07-2018,EQ,29.95,35.6,29.5,29.7,35.6,35.4,34.79,35.6,22.8,5891772,204986174.8,19693
23-07-2018,EQ,37.9,42.45,37.1,35.4,42.45,42.45,40.94,42.45,22.8,2766587,113252620.1,10782
24-07-2018,EQ,45.85,46.65,45,42.45,46.65,46.65,46.54,46.65,22.8,1510186,70276940.05,2760
25-07-2018,EQ,50.7,51.3,47.1,46.65,51.3,51.3,50.47,51.3,22.8,868232,43819768.55,2414
26-07-2018,EQ,55.8,56.4,48,51.3,53.2,52.9,53.61,56.4,22.8,6847468,367060644.6,33525
27-07-2018,EQ,54.5,54.8,51.15,52.9,52.25,52.35,53.26,56.4,22.8,1425686,75925478.95,9610
30-07-2018,EQ,52.8,57.55,52.8,52.35,57.55,57.55,56.3,57.55,22.8,2011508,113247527.8,9661
31-07-2018,EQ,60.4,60.4,58.6,57.55,60.4,60.4,60.24,60.4,22.8,3461295,208516036.6,10214
01-08-2018,EQ,62.7,63.4,62.3,60.4,63.4,63.4,63.27,63.4,22.8,1023345,64750639.25,2852
02-08-2018,EQ,66.55,66.55,66.55,63.4,66.55,66.55,66.55,66.55,22.8,162902,10841128.1,544
03-08-2018,EQ,69.85,69.85,69.85,66.55,69.85,69.85,69.85,69.85,22.8,116347,8126837.95,413
06-08-2018,EQ,73.3,73.3,73.3,69.85,73.3,73.3,73.3,73.3,22.8,66210,4853193,371
07-08-2018,EQ,71.3,73,69.65,73.3,69.65,69.65,70.37,73.3,22.8,1031500,72591392.7,3847
08-08-2018,EQ,66.2,66.2,66.2,69.65,66.2,66.2,66.2,73.3,22.8,71603,4740118.6,621
09-08-2018,EQ,62.9,62.9,62.9,66.2,62.9,62.9,62.9,73.3,22.8,130477,8207003.3,594
10-08-2018,EQ,61.55,66,60.1,62.9,66,66,63.98,73.3,22.8,3789655,242451177.2,12535
13-08-2018,EQ,62.7,62.7,62.7,66,62.7,62.7,62.7,73.3,22.8,262033,16429469.1,1037
14-08-2018,EQ,59.6,59.6,59.6,62.7,59.6,59.6,59.6,73.3,22.8,117253,6988278.8,660
16-08-2018,EQ,56.65,56.65,56.65,59.6,56.65,56.65,56.65,73.3,22.8,82087,4650228.55,473
17-08-2018,EQ,53.85,59.45,53.85,56.65,54.9,54.7,56.94,73.3,22.8,4325129,246293996.2,17138
20-08-2018,EQ,54.7,57.4,54.7,54.7,57.4,57.4,57.11,73.3,22.8,585571,33443314.9,1904
21-08-2018,EQ,59,60.25,56,57.4,57.05,57.1,58.86,73.3,22.8,2223954,130902186.6,10683
23-08-2018,EQ,58.7,59.95,56.55,57.1,57.3,57.2,57.88,73.3,22.8,946929,54806616.4,4997
24-08-2018,EQ,58.5,58.5,54.9,57.2,55,55.55,56.37,73.3,22.8,544872,30715711.85,3430
27-08-2018,EQ,55.2,57.4,53.25,55.55,55,55.5,55.24,73.3,22.8,1065753,58875667.9,6033
28-08-2018,EQ,56.1,58.25,55.35,55.5,58.25,58.25,57.43,73.3,22.8,895093,51403054,3359
